Key_,County,Precinct,Population,White Single Race,Black Single Race,Native American Single Race,Asian Pacific Islander Single Race,Other Single Race,Multi Race,Hispanic,Non Hispanic,Any Part Black,Any Part Native American,Any Part Black or Native American,,Hispanic White Single Race,Hispanic Other Single Race,PL00VA_TOT,White Single Race,REG00G_TOT,White,Black,Native American,Other,Democrat,Republican,Liberitarian,Unaffiliated,White Democrat,White Republican,WhiteLibertarian,White Unaffiliated,Black Democrat,Black Republican,Black Libertarian,Black Unaffiliated,Native American Democrat,Native American Republican,Native American Libretarian,Nnative American Unaffiliated,Other Democrat,Other Republican,Other Libretarian,Other Unaffiliated,Male,Female,18-25,26-40,41-65,66+
37.085.1192,Harnett,AVERASBORO 5,2822,2342,394,28,23,15,20,49,2773,401,32,3,0,30,15,2184,1888,1658,1499,136,9,14,730,698,0,230,612,679,0,208,112,10,0,14,4,3,0,2,2,6,0,6,728,930,139,522,716,281
37.085.1193,Harnett,BARBECUE,9811,7295,1866,61,131,236,222,464,9347,1903,105,15,22,199,207,6759,5183,2674,2137,445,8,84,1296,840,1,537,899,786,1,451,369,15,0,61,4,2,0,2,24,37,0,23,1229,1445,291,925,1119,339
37.085.1194,Harnett,BLACK RIVER,8085,5972,1358,38,57,551,109,932,7153,1364,66,15,15,327,548,5936,4518,3471,2920,494,14,43,1659,1238,5,569,1201,1196,5,518,434,21,0,39,9,4,0,1,15,17,0,11,1593,1878,366,1269,1409,427
37.085.1195,Harnett,BUCKHORN,1905,1610,207,9,1,56,22,87,1818,207,19,0,2,22,55,1360,1181,851,799,48,1,3,314,395,1,141,277,391,1,130,36,4,0,8,0,0,0,1,1,0,0,2,393,458,100,281,370,100
37.085.1196,Harnett,DUKE1,1829,1345,426,6,2,33,17,82,1747,424,11,0,9,36,33,1384,1062,1020,859,153,1,7,602,284,1,133,474,270,1,114,125,13,0,15,0,0,0,1,3,1,0,3,448,572,88,275,391,266
37.085.1197,Harnett,DUKE2,1411,1064,274,21,0,29,23,52,1359,282,25,1,0,22,29,1076,834,909,753,150,1,5,541,255,0,113,405,252,0,96,132,2,0,16,1,0,0,0,3,1,0,1,412,497,71,282,362,194
37.085.1198,Harnett,DUKE3,2746,2475,133,62,6,36,34,80,2666,142,78,3,2,41,33,2090,1913,1449,1381,46,16,6,752,540,0,157,704,528,0,149,38,5,0,3,10,2,0,4,0,5,0,1,651,798,131,419,601,298
37.085.1199,Harnett,GROVE 1,4435,3439,628,20,19,267,62,611,3824,626,46,0,12,298,267,3218,2570,1690,1482,190,7,11,802,662,1,225,641,646,1,194,152,9,0,29,4,2,0,1,5,5,0,1,783,907,212,603,657,218
37.085.1200,Harnett,GROVE 2,5040,4146,640,21,12,173,48,303,4737,648,32,2,6,113,171,3763,3185,2056,1851,189,2,14,1022,796,1,237,861,780,1,209,154,10,0,25,1,1,0,0,6,5,0,3,934,1122,241,657,848,310
37.085.1201,Harnett,HECTORS CREEK,3629,2999,420,21,7,142,40,204,3425,425,37,0,5,51,139,2690,2272,1653,1479,159,3,12,800,601,0,252,658,585,0,236,136,12,0,11,2,1,0,0,4,3,0,5,755,898,143,622,685,203
37.085.1202,Harnett,JOHNSONVILLE,7097,4835,1779,56,49,199,179,370,6727,1804,123,24,11,138,183,4774,3367,2398,1774,566,14,44,1086,736,3,573,605,690,2,477,461,26,1,78,6,3,0,5,14,17,0,13,1083,1315,292,955,941,210
37.085.1203,Harnett,LILLINGTON,4573,2360,1948,39,27,148,51,269,4304,1956,46,4,10,84,148,3647,1950,1852,1323,511,6,12,1254,344,2,252,786,313,1,223,457,26,1,27,3,2,0,1,8,3,0,1,773,1079,172,566,777,337
37.085.1204,Harnett,NEILLS CREEK 1,2252,1857,275,4,16,73,27,132,2120,280,7,4,5,51,72,1669,1416,928,797,122,1,8,514,300,0,114,402,291,0,104,108,6,0,8,0,1,0,0,4,2,0,2,406,522,91,338,387,112
37.085.1205,Harnett,NEILLS CREEK 2,3669,2899,583,12,76,63,36,93,3576,583,17,0,4,20,61,3238,2606,1570,1389,168,2,11,766,525,0,279,619,510,0,260,144,9,0,15,0,1,0,1,3,5,0,3,751,819,255,531,524,260
37.085.1206,Harnett,STEWARTS CREEK,3482,1462,1894,62,5,15,44,33,3449,1904,74,12,4,8,13,2521,1112,1362,593,752,9,8,983,255,3,121,293,213,3,84,676,40,0,36,8,1,0,0,6,1,0,1,598,764,126,468,587,181
37.085.1207,Harnett,UPPER LITTLE RIVER 1,5421,4043,1134,28,10,159,47,242,5179,1160,38,0,0,91,148,3907,3005,1936,1690,224,8,14,1363,367,1,205,1156,351,1,182,198,9,0,17,2,2,0,4,7,5,0,2,867,1069,205,580,859,292
37.085.1208,Harnett,UPPER LITTLE RIVER 2,2287,1734,318,18,5,196,16,290,1997,320,29,0,2,90,195,1631,1271,889,769,109,0,11,465,298,0,126,364,293,0,112,94,2,0,13,0,0,0,0,7,3,0,1,402,487,92,301,373,123
37.087.1209,Haywood,Allens Creek,2620,2565,6,18,6,8,17,35,2585,8,24,1,0,22,8,2076,2045,2625,2609,2,5,9,1621,633,2,369,1613,628,2,366,1,0,0,1,2,2,0,1,5,3,0,1,1229,1396,189,688,1137,611
37.087.1210,Haywood,Big Creek,34,34,0,0,0,0,0,0,34,0,0,0,0,0,0,31,31,30,30,0,0,0,19,10,0,1,19,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,17,2,5,18,5
37.087.1211,Haywood,Cecil,442,433,0,8,0,1,0,2,440,0,8,0,0,1,1,348,342,252,251,0,0,1,94,124,0,34,93,124,0,34,0,0,0,0,0,0,0,0,1,0,0,0,119,133,17,77,116,42
37.087.1212,Haywood,Crabtree,1393,1364,8,3,7,2,9,9,1384,8,11,0,0,7,2,1112,1091,955,954,0,0,1,624,212,0,119,624,212,0,118,0,0,0,0,0,0,0,0,0,0,0,1,465,490,78,255,457,165
37.087.1213,Haywood,Center Waynesville,1133,1070,35,3,3,6,16,33,1100,37,13,0,0,29,3,964,905,925,886,23,3,13,575,202,1,147,546,198,1,141,19,2,0,2,1,1,0,1,9,1,0,3,433,492,56,263,392,214
37.087.1214,Haywood,East Fork,1620,1607,0,3,0,6,4,30,1590,0,7,0,0,24,6,1238,1229,997,991,0,0,6,468,368,1,160,463,367,1,160,0,0,0,0,0,0,0,0,5,1,0,0,465,532,75,311,421,190
37.087.1215,Haywood,East Waynesville,1932,1900,8,4,3,7,10,22,1910,9,5,0,0,15,7,1558,1534,1464,1461,1,1,1,1012,285,0,167,1009,285,0,167,1,0,0,0,1,0,0,0,1,0,0,0,658,806,69,357,639,399
37.087.1216,Haywood,Hazelwood,1728,1616,48,20,3,28,13,62,1666,48,24,0,0,26,28,1369,1281,1292,1268,9,6,9,870,240,1,181,853,238,1,176,8,0,0,1,4,1,0,1,5,1,0,3,541,751,81,372,532,307
37.087.1217,Haywood,Iron Duff,974,969,1,3,1,0,0,3,971,1,3,0,0,3,0,772,768,635,633,1,0,1,405,128,1,101,404,127,1,101,0,1,0,0,0,0,0,0,1,0,0,0,292,343,47,169,318,101
37.087.1218,Haywood,Ivy Hill,3704,3629,19,19,9,2,26,28,3676,19,41,1,0,28,0,3152,3099,3109,3094,6,4,5,1611,914,3,581,1602,912,3,577,5,0,0,1,1,1,0,2,3,1,0,1,1466,1643,176,721,1474,738
37.087.1219,Haywood,Jonathan Creek,3532,3431,6,24,20,14,37,44,3488,12,42,1,0,27,12,2759,2697,2322,2308,1,3,10,1210,634,0,478,1205,630,0,473,1,0,0,0,0,1,0,2,4,3,0,3,1096,1226,163,654,1121,384
37.087.1220,Haywood,Lake Junaluska,1765,1749,5,2,3,1,5,11,1754,4,5,0,1,8,1,1500,1486,1484,1473,2,4,5,929,348,3,204,922,345,3,203,2,0,0,0,1,2,0,1,4,1,0,0,676,808,99,310,594,481
37.087.1221,Haywood,Pigeon,3645,3570,5,10,11,28,21,78,3567,7,16,0,0,43,28,2844,2798,2141,2127,0,5,9,1149,730,2,260,1141,725,2,259,0,0,0,0,1,3,0,1,7,2,0,0,1023,1118,151,611,957,422
37.087.1222,Haywood,Saunook,2518,2449,3,16,11,4,35,25,2493,4,37,2,0,16,4,2011,1963,1054,1048,1,1,4,621,272,1,160,616,272,1,159,1,0,0,0,1,0,0,0,3,0,0,1,498,556,74,279,500,201
37.087.1223,Haywood,White Oak,313,312,0,1,0,0,0,1,312,0,1,0,0,1,0,261,260,168,165,0,2,1,100,31,0,37,100,29,0,36,0,0,0,0,0,2,0,0,0,0,0,1,85,83,22,40,82,24
37.087.1224,Haywood,West Waynesville,1904,1859,7,19,2,7,10,22,1882,7,21,0,2,10,6,1528,1490,1565,1554,4,2,5,995,350,0,220,987,349,0,218,3,0,0,1,1,1,0,0,4,0,0,1,716,849,113,419,676,357
37.087.1225,Haywood,Beaverdam 1,1695,1671,6,4,0,0,14,15,1680,9,15,0,0,10,0,1316,1300,1144,1134,3,6,1,645,370,0,129,641,366,0,127,3,0,0,0,1,4,0,1,0,0,0,1,525,619,100,327,454,263
37.087.1226,Haywood,Beaverdam 2,1497,1446,17,8,4,15,7,38,1459,18,12,0,0,21,15,1185,1153,1271,1264,0,1,6,697,425,0,149,694,422,0,148,0,0,0,0,0,1,0,0,3,2,0,1,603,668,74,376,522,299
37.087.1227,Haywood,Beaverdam 3,2448,2375,15,14,6,17,21,71,2377,13,30,1,3,46,17,1949,1901,1406,1396,3,0,7,797,412,1,196,792,409,1,194,3,0,0,0,0,0,0,0,2,3,0,2,667,739,96,395,612,303
37.087.1228,Haywood,Beaverdam 4,1848,1811,14,5,0,6,12,24,1824,14,10,0,1,17,5,1442,1418,1286,1271,4,5,6,703,395,0,188,693,392,0,186,3,0,0,1,2,3,0,0,5,0,0,1,565,721,93,354,503,336
37.087.1229,Haywood,Beaverdam 7,1506,1483,10,1,2,0,10,4,1502,15,1,0,0,0,0,1119,1106,844,821,20,0,3,496,253,1,94,477,250,1,93,18,1,0,1,0,0,0,0,1,2,0,0,390,454,71,270,355,148
37.087.1230,Haywood,Center Pigeon,1694,1673,0,5,1,6,9,7,1687,2,8,0,0,3,3,1278,1264,1137,1134,2,1,0,619,356,0,162,617,355,0,162,2,0,0,0,0,1,0,0,0,0,0,0,533,604,73,351,483,230
37.087.1231,Haywood,Fines Creek 1,808,785,11,2,0,5,5,6,802,12,3,0,0,1,5,638,625,559,556,1,0,2,350,112,0,97,348,112,0,96,0,0,0,1,0,0,0,0,2,0,0,0,291,268,41,161,256,101
37.087.1232,Haywood,Fines Creek 2,197,193,0,2,1,0,1,0,197,0,2,0,0,0,0,152,150,168,168,0,0,0,94,54,0,20,94,54,0,20,0,0,0,0,0,0,0,0,0,0,0,0,82,86,17,43,82,26
37.087.1233,Haywood,North Clyde,2949,2833,38,20,9,16,33,48,2901,40,36,3,1,28,16,2203,2129,2046,2014,21,4,7,1130,603,1,312,1110,598,0,306,16,1,1,3,2,1,0,1,2,3,0,2,946,1100,159,629,933,325
37.087.1234,Haywood,South Clyde,3126,3031,24,20,19,16,16,44,3082,25,30,0,2,25,15,2408,2339,2188,2161,18,3,6,1208,607,3,370,1187,603,3,368,16,2,0,0,2,1,0,0,3,1,0,2,1037,1151,193,662,924,409
37.087.1235,Haywood,South Waynesville 1,2414,2312,64,9,7,8,14,18,2396,68,17,0,0,10,6,1953,1872,1893,1838,45,3,7,1140,472,1,280,1092,469,1,276,39,3,0,3,2,0,0,1,7,0,0,0,822,1071,124,397,831,541
37.087.1236,Haywood,South Waynesville 2,2314,2119,145,11,5,11,23,41,2273,148,15,0,0,22,9,1817,1693,1336,1245,82,2,7,816,320,1,199,741,310,1,193,74,5,0,3,1,0,0,1,0,5,0,2,603,733,113,324,572,327
37.087.1237,Haywood,Beaverdam 5-6,2280,2041,189,12,1,23,14,42,2238,191,19,1,0,17,23,1827,1654,1656,1518,137,0,1,1016,456,4,180,888,453,4,173,128,2,0,7,0,0,0,0,0,1,0,0,733,923,112,456,598,490
37.089.1238,Henderson,Armory,1802,1663,58,0,11,52,18,110,1692,63,6,1,0,54,51,1469,1383,1297,1285,8,1,3,369,645,1,282,362,643,1,279,6,1,0,1,0,0,0,1,1,1,0,1,571,728,84,288,471,449
37.089.1239,Henderson,Atkinson,2910,2878,5,1,7,10,9,27,2883,5,5,0,0,20,6,2390,2366,2171,2139,18,0,14,578,1107,3,483,561,1101,3,474,14,1,0,3,0,0,0,0,3,5,0,6,1025,1164,152,499,912,618
37.089.1240,Henderson,Bat Cave,880,828,13,17,0,11,11,43,837,8,23,4,5,13,11,686,652,521,512,5,1,3,193,202,0,126,188,202,0,122,3,0,0,2,0,0,0,1,2,0,0,1,239,282,33,149,215,124
37.089.1241,Henderson,Brickton,719,473,183,2,5,40,16,54,665,189,3,1,0,12,40,530,368,502,380,119,0,3,236,155,0,111,130,148,0,102,105,5,0,9,0,0,0,0,1,2,0,0,227,275,40,182,194,87
37.089.1242,Henderson,Crab Creek,1408,1369,11,6,6,10,6,15,1393,14,9,0,0,12,3,1055,1031,975,962,5,0,8,258,494,3,220,251,490,3,218,5,0,0,0,0,0,0,0,2,4,0,2,465,505,99,276,417,177
37.089.1243,Henderson,Clear Creek,3551,3414,31,11,13,63,19,110,3441,31,21,2,4,44,61,2738,2634,2324,2283,24,1,16,805,1021,3,495,773,1018,3,489,23,0,0,1,0,0,0,1,9,3,0,4,1055,1269,194,648,852,632
37.089.1244,Henderson,Edneyville,2795,2557,65,19,10,121,23,263,2532,66,27,0,3,119,120,2113,1946,1991,1946,31,1,13,697,897,3,394,664,893,3,386,28,0,0,3,0,0,0,1,5,4,0,4,934,1059,174,603,807,409
37.089.1245,Henderson,East Flat Rock,3776,3365,111,16,14,207,63,399,3377,126,32,8,1,168,205,2897,2612,2580,2526,38,3,13,684,1329,4,563,652,1322,4,548,27,4,0,7,2,0,0,1,3,3,0,7,1183,1405,181,597,1006,809
37.089.1246,Henderson,Etowah South,2517,2359,28,3,10,102,15,165,2352,28,5,3,5,58,102,1950,1849,1760,1742,12,0,6,498,851,2,409,486,847,2,407,10,0,0,2,0,0,0,0,2,4,0,0,824,942,118,394,707,541
37.089.1247,Henderson,Etowah Valley,2376,2322,27,2,10,3,12,9,2367,30,8,0,0,9,0,1982,1946,1873,1846,17,2,8,559,898,4,412,543,893,4,406,13,1,0,3,0,1,0,1,3,3,0,2,864,1005,116,404,689,663
37.089.1248,Henderson,Fletcher,4185,3917,138,5,53,21,51,65,4120,147,26,5,0,39,19,3187,3018,3281,3173,76,1,31,939,1575,8,759,884,1556,8,725,51,10,0,15,0,0,0,1,4,9,0,18,1541,1740,201,1251,1390,439
37.089.1249,Henderson,Flat Rock,2565,2535,12,1,3,1,13,30,2535,17,2,0,0,29,1,2215,2196,2226,2191,21,1,13,517,1222,4,483,497,1218,4,472,18,0,0,3,0,1,0,0,2,3,0,8,1045,1174,125,409,889,804
37.089.1250,Henderson,Grimesdale,1755,1603,73,4,16,42,17,115,1640,73,14,0,4,69,42,1424,1313,1364,1341,12,0,11,404,668,2,290,386,666,2,287,12,0,0,0,0,0,0,0,6,2,0,3,629,737,82,355,523,406
37.089.1251,Henderson,Green River,2883,2799,6,14,0,51,13,82,2801,9,20,0,0,27,50,2186,2126,2194,2177,6,2,9,656,1154,0,384,651,1147,0,379,4,0,0,2,0,1,0,1,1,6,0,2,1053,1141,241,654,925,373
37.089.1252,Henderson,Hoopers Creek,2155,2091,7,8,2,8,39,26,2129,8,39,1,0,15,8,1649,1606,1399,1385,4,3,7,409,675,2,313,405,670,2,308,2,1,0,1,1,2,0,0,1,2,0,4,642,758,143,431,594,231
37.089.1253,Henderson,Horseshoe,2405,2331,29,3,9,8,25,33,2372,33,9,1,0,19,7,1987,1937,1951,1935,3,0,13,480,1004,0,467,477,997,0,461,2,0,0,1,0,0,0,0,1,7,0,5,931,1014,113,332,823,680
37.089.1254,Henderson,Long John Mountain,1892,1857,13,0,8,3,11,14,1878,13,2,0,0,6,3,1656,1630,1895,1871,9,1,14,395,1036,2,462,383,1031,1,456,6,0,1,2,0,0,0,1,6,5,0,3,865,1027,69,180,668,974
37.089.1255,Henderson,Laurel Park,1835,1807,9,1,5,1,12,10,1825,13,6,2,0,9,1,1602,1579,1915,1904,6,0,5,527,940,2,446,520,938,2,444,5,0,0,1,0,0,0,0,2,2,0,1,854,1064,94,310,715,801
37.089.1256,Henderson,Moores Grove,1818,1563,62,10,6,163,14,289,1529,63,16,0,0,124,163,1391,1228,1208,1149,43,2,14,444,538,4,222,406,526,4,213,33,5,0,5,1,1,0,0,4,6,0,4,533,667,109,322,423,344
37.089.1257,Henderson,North Blue Ridge,4787,4305,27,22,37,323,73,649,4138,31,39,7,2,288,321,3627,3314,2770,2733,10,4,23,861,1370,7,532,843,1358,7,525,7,2,0,1,1,2,0,1,10,8,0,5,1250,1516,258,825,1034,650
37.089.1258,Henderson,Northeast,2239,1982,104,2,41,71,39,103,2136,110,14,1,0,28,69,1811,1637,1430,1369,48,0,13,438,693,2,297,395,686,2,286,42,2,0,4,0,0,0,0,1,5,0,7,622,811,88,302,460,583
37.089.1259,Henderson,North Mills River,2693,2564,59,7,10,30,23,79,2614,61,19,0,0,48,30,2084,1993,1899,1869,19,0,11,607,856,1,435,590,850,1,428,14,2,0,3,0,0,0,0,3,4,0,4,900,999,121,494,908,376
37.089.1260,Henderson,Northwest,2809,2644,78,8,39,23,17,86,2723,79,15,2,0,63,22,2276,2139,2035,2006,14,2,13,649,936,9,441,630,928,9,439,14,0,0,0,0,1,0,1,5,7,0,1,890,1144,159,468,724,686
37.089.1261,Henderson,Park Ridge,2958,2765,45,5,60,60,23,144,2814,54,12,0,0,83,60,2411,2268,2320,2265,20,1,34,544,1214,5,557,520,1192,5,548,14,2,0,4,0,1,0,0,10,19,0,5,1062,1258,188,574,924,633
37.089.1262,Henderson,Pisgah View,2258,2180,35,4,3,8,28,39,2219,39,14,9,0,27,8,1919,1862,1766,1733,14,3,16,488,882,5,391,474,871,5,383,10,1,0,3,2,1,0,0,2,9,0,5,774,980,120,295,648,687
37.089.1263,Henderson,Rugby,2746,2652,23,11,22,5,33,66,2680,30,15,1,2,51,5,2137,2075,2232,2207,11,2,12,601,1131,7,493,588,1128,7,484,9,1,0,1,1,0,0,1,3,2,0,7,1041,1191,155,486,970,621
37.089.1264,Henderson,Raven Rock,1024,990,1,3,0,20,10,42,982,3,5,1,1,18,20,803,781,672,669,2,0,1,189,329,1,153,187,329,1,152,2,0,0,0,0,0,0,0,0,0,0,1,308,364,42,169,286,175
37.089.1265,Henderson,South Blue Ridge,3232,3116,19,8,15,56,18,180,3052,20,18,1,0,118,56,2421,2347,1912,1901,7,0,4,545,994,4,369,539,991,4,367,6,1,0,0,0,0,0,0,0,2,0,2,870,1044,188,574,668,487
37.089.1266,Henderson,Southeast,2455,1980,68,13,19,333,42,491,1964,69,22,4,5,131,332,1869,1570,1429,1399,16,6,8,436,686,7,300,419,682,4,294,12,0,0,4,1,0,3,2,4,4,0,0,628,809,140,419,517,359
37.089.1267,Henderson,South Mills River,4335,4262,21,7,13,15,17,59,4276,25,16,1,0,45,10,3267,3219,3046,3018,8,2,18,997,1372,6,671,979,1365,6,668,5,2,0,1,1,0,0,1,12,5,0,1,1454,1595,219,920,1281,628
37.089.1268,Henderson,Southwest,3038,2891,57,3,43,13,31,135,2903,53,14,0,8,111,11,2515,2412,2407,2375,17,0,15,654,1242,6,505,638,1235,6,496,15,1,0,1,0,0,0,0,1,6,0,8,1115,1294,149,496,947,819
37.089.1269,Henderson,Hendersonville 1,2938,2603,227,4,20,56,28,189,2749,239,8,0,2,127,54,2469,2234,2625,2469,140,1,15,869,1183,6,567,748,1169,6,546,116,11,0,13,0,0,0,1,5,3,0,7,1146,1487,147,441,815,1228
37.089.1270,Henderson,Hendersonville 2,3915,2967,641,8,37,197,65,487,3428,658,18,4,8,261,195,3075,2483,2664,2228,408,3,25,1053,1021,6,584,706,986,6,530,341,23,0,44,0,3,0,0,6,9,0,10,1132,1532,212,707,830,922
37.089.1271,Henderson,Hendersonville 3,3519,2873,439,17,15,110,65,272,3247,449,33,1,10,142,104,2830,2384,2783,2476,253,4,50,1068,1086,11,618,845,1049,11,571,208,21,0,24,0,0,0,4,15,16,0,19,1172,1593,209,730,951,872
37.091.1272,Hertford,AHOSKIE 1,3157,1668,1351,60,20,11,47,29,3128,1366,63,9,11,4,10,2385,1360,2267,1547,682,16,22,1578,441,2,246,948,398,1,200,605,36,1,40,16,0,0,0,9,7,0,6,963,1304,168,655,927,517
37.091.1273,Hertford,AKOSKIE 2,3028,1621,1348,14,14,11,20,38,2990,1337,19,4,18,2,11,2372,1337,1942,1175,750,8,9,1436,340,1,165,738,302,1,134,685,36,0,29,7,0,0,1,6,2,0,1,775,1167,206,546,814,376
37.091.1274,Hertford,AHOSKIE 3,2034,103,1842,49,6,16,18,43,1991,1833,51,7,13,2,16,1445,90,1597,90,1483,17,7,1451,74,1,71,53,25,0,12,1381,46,1,55,14,2,0,1,3,1,0,3,626,971,143,474,651,329
37.091.1275,Hertford,BRYANTVILLE,876,84,780,4,1,1,6,11,865,778,5,1,5,4,1,640,77,455,43,411,0,1,421,12,0,22,34,6,0,3,386,6,0,19,0,0,0,0,1,0,0,0,171,284,42,146,187,80
37.091.1276,Hertford,COFIELD,935,290,614,19,0,6,6,12,923,617,19,1,1,4,6,723,229,637,157,467,9,4,542,56,0,39,96,41,0,20,436,14,0,17,7,1,0,1,3,0,0,1,264,373,49,166,310,112
37.091.1277,Hertford,COMO,545,308,237,0,0,0,0,6,539,235,0,0,2,4,0,420,232,400,236,163,0,1,310,49,0,41,158,42,0,36,151,7,0,5,0,0,0,0,1,0,0,0,187,213,26,103,187,84
37.091.1278,Hertford,HARRELLSVILLE,1454,607,826,5,6,6,4,16,1438,823,5,0,5,4,5,1102,497,846,397,444,1,4,694,95,1,56,276,82,1,38,414,12,0,18,1,0,0,0,3,1,0,0,374,472,72,194,360,220
37.091.1279,Hertford,MILLENIUM,671,548,115,2,2,0,4,8,663,113,2,3,3,5,0,539,450,536,440,95,1,0,384,108,1,43,298,101,1,40,86,6,0,3,0,1,0,0,0,0,0,0,258,278,48,158,238,92
37.091.1280,Hertford,MURFREESBORO 1,3663,1333,2210,12,12,62,34,114,3549,2212,15,6,9,40,53,2695,1121,2617,1107,1487,4,19,2034,283,2,298,691,230,1,185,1331,48,1,107,3,0,0,1,9,5,0,5,1103,1514,252,722,1114,529
37.091.1281,Hertford,MURFREESBORO 2,675,315,350,8,0,0,2,10,665,351,8,1,0,10,0,505,245,490,207,278,1,4,381,53,0,56,129,43,0,35,249,9,0,20,1,0,0,0,2,1,0,1,206,284,47,135,209,99
37.091.1282,Hertford,MURFREESBORO 3,1196,292,890,0,3,7,4,9,1187,891,2,0,1,5,3,831,233,805,341,458,1,5,627,87,0,91,213,71,0,57,410,15,0,33,1,0,0,0,3,1,0,1,339,466,78,222,342,163
37.091.1283,Hertford,ST JOHNS,1179,404,758,3,0,0,14,8,1171,756,9,4,6,2,0,889,319,851,305,545,1,0,729,80,0,42,209,64,0,32,520,16,0,9,0,0,0,1,0,0,0,0,364,487,76,202,370,203
37.091.1284,Hertford,UNION,1263,463,761,14,3,16,6,22,1241,758,14,1,7,3,12,910,352,633,250,378,2,3,523,80,0,30,172,62,0,16,348,17,0,13,1,1,0,0,2,0,0,1,267,366,72,163,299,99
37.091.1285,Hertford,WINTON,1925,428,1377,79,9,11,21,28,1897,1371,83,8,15,1,11,1422,347,1020,279,704,35,2,905,62,2,51,210,42,1,26,661,18,1,24,34,0,0,1,0,2,0,0,415,605,94,247,468,211
37.093.1286,Hoke,ALLENDALE,711,78,259,361,3,3,7,11,700,259,365,1,1,7,2,469,64,279,33,140,104,2,231,20,0,28,18,6,0,9,131,5,0,4,81,9,0,14,1,0,0,1,109,170,29,89,121,40
37.093.1287,Hoke,ANTIOCH,3480,626,947,1711,18,103,75,191,3289,952,1751,17,4,54,102,2347,474,1454,334,421,684,15,1163,131,1,159,222,56,1,55,370,17,0,34,565,53,0,66,6,5,0,4,614,840,190,454,616,194
37.093.1288,Hoke,BLUE SPRINGS,1743,510,719,452,15,25,22,155,1588,722,463,5,3,128,18,1172,372,875,190,413,268,4,694,80,0,101,106,46,0,38,371,14,0,28,214,19,0,35,3,1,0,0,386,489,101,286,379,109
37.093.1289,Hoke,BUCHAN,1249,599,487,136,3,16,8,19,1230,487,142,1,1,5,11,916,459,808,448,312,44,4,544,159,3,102,219,142,2,85,289,10,1,12,35,5,0,4,1,2,0,1,380,428,68,281,342,117
37.093.1290,Hoke,McCAIN,2895,1367,1185,236,6,50,51,97,2798,1194,251,8,9,21,48,2347,1097,1074,653,349,67,5,703,208,1,162,338,186,1,128,317,14,0,18,45,7,0,15,3,1,0,1,465,609,122,358,465,129
37.093.1291,Hoke,PUPPY CREEK,6946,3837,2243,141,133,330,262,706,6240,2261,193,13,71,250,318,4571,2651,2901,1737,1001,62,101,1534,723,6,638,651,616,2,468,804,60,4,133,42,10,0,10,37,37,0,27,1264,1637,406,1416,919,160
37.093.1292,Hoke,ROCKFISH,4252,3103,725,160,63,82,119,320,3932,716,192,7,37,180,76,2841,2153,1769,1445,217,48,59,776,581,1,411,544,542,1,358,180,10,0,27,32,4,0,12,20,25,0,14,779,990,142,810,643,174
37.093.1293,Hoke,STONEWALL,1783,1013,461,256,11,20,22,40,1743,465,260,2,6,16,16,1289,758,970,661,238,62,9,628,144,1,197,370,126,1,164,217,7,0,14,40,10,0,12,1,1,0,7,448,522,85,325,433,127
37.093.1294,Hoke,RAEFORD 1,2136,902,1085,63,13,34,39,86,2050,1092,70,3,4,35,32,1581,708,1745,798,852,82,13,1384,173,3,185,542,136,3,117,774,23,0,55,61,11,0,10,7,3,0,3,752,993,187,522,781,255
37.093.1295,Hoke,RAEFORD 2,1360,727,521,68,10,18,16,77,1283,519,71,1,6,38,18,1055,613,953,632,271,32,18,700,118,1,134,433,102,1,96,237,10,0,24,23,1,0,8,7,5,0,6,392,561,105,286,348,214
37.093.1296,Hoke,RAEFORD 3,3600,1099,1909,131,17,390,54,638,2962,1912,141,0,17,230,377,2515,833,1505,492,949,52,12,1158,156,1,190,275,116,1,100,838,32,0,79,38,7,0,7,7,1,0,4,631,874,237,496,635,137
37.093.1297,Hoke,RAEFORD 4,2328,1073,1035,129,33,24,34,60,2268,1039,149,4,3,30,22,1665,859,1393,864,478,41,10,1002,191,3,197,556,159,3,146,417,20,0,41,24,8,0,9,5,4,0,1,570,823,128,437,601,227
37.093.1298,Hoke,RAEFORD 5,1163,48,1088,8,5,5,9,15,1148,1085,10,0,5,0,5,847,35,976,8,957,5,6,884,33,1,58,6,2,0,0,869,30,1,57,5,0,0,0,4,1,0,1,384,592,117,286,425,148
37.093.1299,Hoke,Voting Districts not defined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.095.1300,Hyde,BURGESS MILL,586,523,37,1,4,13,8,28,558,40,5,0,0,11,13,413,380,268,262,6,0,0,164,74,0,30,159,73,0,30,5,1,0,0,0,0,0,0,0,0,0,0,133,135,13,64,113,78
37.095.1301,Hyde,FAIRFIELD,1030,408,602,10,3,4,3,5,1025,603,11,1,0,1,4,923,345,365,248,117,0,0,322,32,0,11,210,32,0,6,112,0,0,5,0,0,0,0,0,0,0,0,168,197,18,107,141,99
37.095.1302,Hyde,LAKE LANDING,751,305,432,0,2,8,4,20,731,432,0,1,3,9,8,571,244,572,285,287,0,0,522,35,0,15,247,31,0,7,275,4,0,8,0,0,0,0,0,0,0,0,251,321,45,122,256,149
